"Construct", "Variance_hyperprior", "Log_Odds_hyperprior", "Hyperprior_quantile_0.50", "Hyperprior_quantile_0.05", "Hyperprior_quantile_0.95", "logOR_expert_elicitation_task", "variance_expert_elicitation_task", "Prior_qual_quantile_0.50", "Prior_qual_quantile_0.05", "Prior_qual_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood_qual_quantile_0.50", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_QualplusQuant_mean", "posterior_QualplusQuant_variance", "Posterior_QualplusQuant_quantile_0.50", "Posterior_QualplusQuant_quantile_0.05", "Posterior_QualplusQuant_quantile_0.95", "prior_CI", "Likelihood_CI", "Posterior_CI"
"SocialSupport", 0.02, -0.27, -0.27, -0.3, -0.24, 0.03, 0.17, 0.03, "[-0.24;0.31]", 0.31, 0.76, 0.07, 0.76, "[0.65;0.87]", 0.87, 0.56, 0.05, 0.56, "[0.48;0.63]", 0.63, "[-0.24;0.31]", "[0.65;0.87]", "[0.48;0.63]"
