"Construct", "Probability", "logOddsRatio", "Hyperprior_density", "Mean_probability_hyperprior", "Variance_hyperprior", "Hyperprior_density_cumsum", "Hyperprior_density_CI", "Log_Odds_hyperprior", "Hyperprior_logOdds", "Hyperprior_logOdds_cumsum", "Hyperprior_logOdds_CI", "Hyperprior_quantile_0.05", "Hyperprior_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood", "Likelihood_cumsum", "Likelihood_CI", "p_Likelihood", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_Quant_mean", "posterior_Quant_variance", "Posterior_Quant", "Posterior_Quant_cumsum", "Posterior_Quant_CI", "p_Posterior_Quant", "Posterior_Quant_quantile_0.05", "Posterior_Quant_quantile_0.95"
"Age", 0.026026026026026, -0.921921921921922, 1.01331961882317e-102, 0.433382295, 0.0189523150981809, 1.49122768843532e-102, "outside CI", -0.268064597507936, 2.18454165090548e-260, 2.19369503980082e-260, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 5.6049630778844e-09, 3.42969700390538e-08, "outside CI", 3.16181831796907e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.027027027027027, -0.918918918918919, 3.14894741711903e-102, 0.433382295, 0.0189523150981809, 4.64017510555435e-102, "outside CI", -0.268064597507936, 5.1051196112363e-258, 5.1270565616343e-258, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 6.65185115878466e-09, 4.09488211978385e-08, "outside CI", 3.77321715917671e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.028028028028028, -0.915915915915916, 9.75827046631708e-102, 0.433382295, 0.0189523150981809, 1.43984455718714e-101, "outside CI", -0.268064597507936, 1.16345041617638e-255, 1.16857747273802e-255, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 7.88632194632795e-09, 4.88351431441664e-08, "outside CI", 4.49843630131144e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.029029029029029, -0.912912912912913, 3.01556558724957e-101, 0.433382295, 0.0189523150981809, 4.45541014443672e-101, "outside CI", -0.268064597507936, 2.58574802479106e-253, 2.59743379951844e-253, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 9.34046924313184e-09, 5.81756123872983e-08, "outside CI", 5.35779832091015e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.03003003003003, -0.90990990990991, 9.29294124099176e-101, 0.433382295, 0.0189523150981809, 1.37483513854285e-100, "outside CI", -0.268064597507936, 5.60429372446681e-251, 5.630268062462e-251, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.10515985216103e-08, 6.92272109089086e-08, "outside CI", 6.37508955444947e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.031031031031031, -0.906906906906907, 2.85578881707539e-100, 0.433382295, 0.0189523150981809, 4.23062395561824e-100, "outside CI", -0.268064597507936, 1.18454602861215e-248, 1.19017629667462e-248, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.30630237747894e-08, 8.2290234683698e-08, "outside CI", 7.57812021996958e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.032032032032032, -0.903903903903904, 8.75160023159538e-100, 0.433382295, 0.0189523150981809, 1.29822241872136e-99, "outside CI", -0.268064597507936, 2.44162722105397e-246, 2.45352898402072e-246, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.5424977797555e-08, 9.7715212481253e-08, "outside CI", 8.99936977885765e-08, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.033033033033033, -0.900900900900901, 2.67446758524802e-99, 0.433382295, 0.0189523150981809, 3.97269000396938e-99, "outside CI", -0.268064597507936, 4.90798402167013e-244, 4.93251931151034e-244, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.81956506778936e-08, 1.15910863159147e-07, "outside CI", 1.06767296062002e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 0, 0, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.034034034034034, -0.897897897897898, 8.15033934093657e-99, 0.433382295, 0.0189523150981809, 1.2123029344906e-98, "outside CI", -0.268064597507936, 9.62106806593357e-242, 9.67039325904867e-242, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 2.14423729910078e-08, 1.37353236150154e-07, "outside CI", 1.26543566003923e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 7.65801751053932e-322, 7.65801751053932e-322, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.035035035035035, -0.894894894894895, 2.47686609635015e-98, 0.433382295, 0.0189523150981809, 3.68916903084075e-98, "outside CI", -0.268064597507936, 1.83924591042136e-239, 1.84891630368041e-239, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 2.52429620695546e-08, 1.62596198219709e-07, "outside CI", 1.49836531045554e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 1.11654389369309e-318, 1.11730969544415e-318, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.036036036036036, -0.891891891891892, 7.50616057805961e-98, 0.433382295, 0.0189523150981809, 1.11953296089004e-97, "outside CI", -0.268064597507936, 3.42888307486519e-237, 3.447372237902e-237, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 2.96872517824235e-08, 1.92283450002133e-07, "outside CI", 1.77243904510628e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 1.56769558053403e-315, 1.56881289022947e-315, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.037037037037037, -0.888888888888889, 2.26841054981204e-97, 0.433382295, 0.0189523150981809, 3.38794351070208e-97, "outside CI", -0.268064597507936, 6.23392994743708e-235, 6.2684036698161e-235, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 3.48788285043224e-08, 2.27162278506455e-07, "outside CI", 2.09459955945641e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 2.12293728196592e-312, 2.12450609485615e-312, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.038038038038038, -0.885885885885886, 6.83618726388678e-97, 0.433382295, 0.0189523150981809, 1.02241307745889e-96, "outside CI", -0.268064597507936, 1.10526781669358e-232, 1.11153622036339e-232, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 4.09369984109801e-08, 2.68099276917435e-07, "outside CI", 2.47290226880154e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 2.77269127809972e-309, 2.77481578419457e-309, "outside CI", 0, -0.317774451295212, -0.265834423299829
"Age", 0.039039039039039, -0.882882882882883, 2.05444598927625e-96, 0.433382295, 0.0189523150981809, 3.07685906673513e-96, "outside CI", -0.268064597507936, 1.91103876191215e-230, 1.92215412411579e-230, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 4.79990139018366e-08, 3.16098290819272e-07, "outside CI", 2.91668341012228e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 3.49264777565656e-306, 3.49542259144076e-306, "outside CI", 4.9015612376243e-307, -0.317774451295212, -0.265834423299829
"Age", 0.04004004004004, -0.87987987987988, 6.15692680618623e-96, 0.433382295, 0.0189523150981809, 9.23378587292136e-96, "outside CI", -0.268064597507936, 3.22231380999423e-228, 3.24153535123539e-228, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 5.62225898453342e-08, 3.72320880664606e-07, "outside CI", 3.43675183043163e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 4.24323403897716e-303, 4.2467294615686e-303, "outside CI", 5.98529479570494e-304, -0.317774451295212, -0.265834423299829
"Age", 0.041041041041041, -0.876876876876877, 1.84001658747702e-95, 0.433382295, 0.0189523150981809, 2.76339517476915e-95, "outside CI", -0.268064597507936, 5.29861706767223e-226, 5.33103242118458e-226, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 6.57887434725747e-08, 4.38109624137181e-07, "outside CI", 4.04560752626021e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 4.97196547170162e-300, 4.97621220116319e-300, "outside CI", 7.04915169647198e-301, -0.317774451295212, -0.265834423299829
"Age", 0.042042042042042, -0.873873873873874, 5.483627813377e-95, 0.433382295, 0.0189523150981809, 8.24702298814615e-95, "outside CI", -0.268064597507936, 8.49676487545088e-224, 8.55007519966273e-224, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 7.69049951236898e-08, 5.1501461926087e-07, "outside CI", 4.75769035386257e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 5.6188591222206e-297, 5.62383533442176e-297, "outside CI", 8.00734390108892e-298, -0.317774451295212, -0.265834423299829
"Age", 0.043043043043043, -0.870870870870871, 1.629681321518e-94, 0.433382295, 0.0189523150981809, 2.45438362033261e-94, "outside CI", -0.268064597507936, 1.32874312932363e-221, 1.33729320452329e-221, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 8.98089706875777e-08, 6.04823589948448e-07, "outside CI", 5.58966271973562e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 6.12430914073394e-294, 6.12993297606836e-294, "outside CI", 8.77284662050206e-295, -0.317774451295212, -0.265834423299829
"Age", 0.044044044044044, -0.867867867867868, 4.82976378077141e-94, 0.433382295, 0.0189523150981809, 7.28414740110402e-94, "outside CI", -0.268064597507936, 2.02639837345079e-219, 2.03977130549603e-219, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.04772450478178e-07, 7.09596040426626e-07, "outside CI", 6.56073048873348e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 6.4380595257409e-291, 6.44418945871697e-291, "outside CI", 9.27028619292834e-292, -0.317774451295212, -0.265834423299829
"Age", 0.045045045045045, -0.864864864864865, 1.42737332958493e-93, 0.433382295, 0.0189523150981809, 2.15578806969533e-93, "outside CI", -0.268064597507936, 3.0137344975923e-217, 3.03413221064726e-217, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.22105913466373e-07, 8.31701953892998e-07, "outside CI", 7.69300681514376e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 6.52742353001327e-288, 6.53386771947199e-288, "outside CI", 9.44814214383086e-289, -0.317774451295212, -0.265834423299829
"Age", 0.046046046046046, -0.861861861861862, 4.20666327564759e-93, 0.433382295, 0.0189523150981809, 6.36245134534292e-93, "outside CI", -0.268064597507936, 4.37100713671762e-215, 4.4013484588241e-215, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.42163630241296e-07, 9.73865584134294e-07, "outside CI", 9.01192411332162e-07, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 6.38289234118587e-285, 6.38942620890534e-285, "outside CI", 9.28753554677342e-286, -0.317774451295212, -0.265834423299829
"Age", 0.047047047047047, -0.858858858858859, 1.23630722556156e-92, 0.433382295, 0.0189523150981809, 1.87255236009585e-92, "outside CI", -0.268064597507936, 6.18236165363472e-213, 6.22637513822296e-213, "outside CI", -0.299238381736307, -0.236890813279567, -0.410280838888763, 0.094583708843773, 1.65349362811491e-07, 1.13921494694579e-06, "outside CI", 1.05466999416624e-06, -0.565857195430965, -0.254704482346561, -0.291804437297521, 0.0157886474347407, 6.01980145774005e-282, 6.02619088394895e-282, "outside CI", 8.80552953941879e-283, -0.317774451295212, -0.265834423299829
