"Construct", "Probability", "logOddsRatio", "Hyperprior_density", "Mean_probability_hyperprior", "Variance_hyperprior", "Hyperprior_density_cumsum", "Hyperprior_density_CI", "Log_Odds_hyperprior", "Hyperprior_logOdds", "Hyperprior_logOdds_cumsum", "Hyperprior_logOdds_CI", "logOR_expert_elicitation_task", "variance_expert_elicitation_task", "Prior_qual_density", "Prior_qual_density_cumsum", "Prior_qual_density_CI", "p_Prior_qual", "Prior_qual_quantile_0.05", "Prior_qual_quantile_0.95", "Posterior_qual_only_mean", "Posterior_qual_only_variance", "Posterior_qual_only", "Posterior_qual_only_cumsum", "Posterior_qual_only_CI", "Posterior_qual_only_quantile_0.05", "Posterior_qual_only_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood", "Likelihood_cumsum", "Likelihood_CI", "p_Likelihood", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_QualplusQuant_mean", "posterior_QualplusQuant_variance", "Posterior_QualplusQuant", "Posterior_QualplusQuant_cumsum", "Posterior_QualplusQuant_CI", "p_Posterior_QualplusQuant", "Posterior_QualplusQuant_quantile_0.05", "Posterior_QualplusQuant_quantile_0.95", "posterior_All_mean", "posterior_All_variance", "posterior_All", "posterior_All_cumsum", "posterior_All_CI", "posterior_All_quantile_0.05", "posterior_All_quantile_0.95"
"6MWT", 0, -1, 5.99255167702408e-116, 0.433382295, 0.0189523150981809, 5.99255167702408e-116, "outside CI", -0.268064597507936, 0, 0, "outside CI", 0.0200070434215421, 0.13421053, 2.55906945296586e-15, 2.55906945296586e-15, "outside CI", 1.48005579697205e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000474277070393464, 0.000474277070393464, "outside CI", 0.0545362713097784, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 3.82802040967146e-21, 3.82802040967146e-21, "outside CI", 1.74975624663456e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.001001001001001, -0.996996996996997, 2.00230455622799e-115, 0.433382295, 0.0189523150981809, 2.6015597239304e-115, "outside CI", -0.268064597507936, 3.95252516672997e-323, 3.95252516672997e-323, "outside CI", 0.0200070434215421, 0.13421053, 3.03268067729042e-15, 5.59175013025628e-15, "outside CI", 1.75898508412619e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000475133966249863, 0.000949411036643328, "outside CI", 0.054660907853069, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 4.7509720637954e-21, 8.57899247346686e-21, "outside CI", 2.17706548993552e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.002002002002002, -0.993993993993994, 6.67170704730222e-115, 0.433382295, 0.0189523150981809, 9.27326677123262e-115, "outside CI", -0.268064597507936, 1.66253089825579e-320, 1.66648342342252e-320, "outside CI", 0.0200070434215421, 0.13421053, 3.5921450409416e-15, 9.18389517119788e-15, "outside CI", 2.0894512044599e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000475991805811946, 0.00142540284245527, "outside CI", 0.0547857695030123, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 5.89319516840633e-21, 1.44721876418732e-20, "outside CI", 2.70724906350036e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.003003003003003, -0.990990990990991, 2.21682946891642e-114, 0.433382295, 0.0189523150981809, 3.14415614603969e-114, "outside CI", -0.268064597507936, 7.09754944189701e-318, 7.11421427613124e-318, "outside CI", 0.0200070434215421, 0.13421053, 4.2526888857531e-15, 1.3436584056951e-14, "outside CI", 2.48078048483025e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000476850588602763, 0.00190225343105804, "outside CI", 0.054910856507321, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 7.30599358899428e-21, 2.17781812308675e-20, "outside CI", 3.36471063744023e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.004004004004004, -0.987987987987988, 7.34541079171277e-114, 0.433382295, 0.0189523150981809, 1.04895669377525e-113, "outside CI", -0.268064597507936, 2.95486486058008e-315, 2.96197907485621e-315, "outside CI", 0.0200070434215421, 0.13421053, 5.03217723567271e-15, 1.84687612926237e-14, "outside CI", 2.94395038052319e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000477710314140906, 0.00237996374519894, "outside CI", 0.0550361691135818, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 9.05248606014364e-21, 3.08306672910111e-20, "outside CI", 4.17955489333461e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.005005005005005, -0.984984984984985, 2.4271039462988e-113, 0.433382295, 0.0189523150981809, 3.47606064007404e-113, "outside CI", -0.268064597507936, 1.19967383655224e-312, 1.2026358156271e-312, "outside CI", 0.0200070434215421, 0.13421053, 5.95155996595158e-15, 2.44203212585753e-14, "outside CI", 3.49187508420926e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000478570981940503, 0.00285853472713945, "outside CI", 0.0551617075692548, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 1.12102825245302e-20, 4.20409498155413e-20, "outside CI", 5.18889834089884e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.00600600600600601, -0.981981981981982, 7.99740609017966e-113, 0.433382295, 0.0189523150981809, 1.14734667302537e-112, "outside CI", -0.268064597507936, 4.74990710788725e-310, 4.76193346604352e-310, "outside CI", 0.0200070434215421, 0.13421053, 7.03539145849379e-15, 3.14557127170691e-14, "outside CI", 4.13973933502713e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000479432591511214, 0.00333796731865066, "outside CI", 0.0552874721216713, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 1.38747563841659e-20, 5.59157061997072e-20, "outside CI", 6.43847658112878e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.00700700700700701, -0.978978978978979, 2.6278369002942e-112, 0.433382295, 0.0189523150981809, 3.77518357331957e-112, "outside CI", -0.268064597507936, 1.83401722477558e-307, 1.83877915824162e-307, "outside CI", 0.0200070434215421, 0.13421053, 8.31243551010862e-15, 3.97681482271777e-14, "outside CI", 4.90538835056802e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000480295142358226, 0.00381826246100889, "outside CI", 0.055413463018034, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 1.71630429856077e-20, 7.30787491853149e-20, "outside CI", 7.98461391187847e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.00800800800800801, -0.975975975975976, 8.61065421772987e-112, 0.433382295, 0.0189523150981809, 1.23858377910494e-111, "outside CI", -0.268064597507936, 6.90586475597309e-305, 6.9242525475555e-305, "outside CI", 0.0200070434215421, 0.13421053, 9.81636908786657e-15, 4.95845173150443e-14, "outside CI", 5.80978307044576e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000481158633982244, 0.00429942109499113, "outside CI", 0.0555396805054146, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 2.12189226295591e-20, 9.42976718148741e-20, "outside CI", 9.89663555788271e-20, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
"6MWT", 0.00900900900900901, -0.972972972972973, 2.81360014092495e-111, 0.433382295, 0.0189523150981809, 4.05218392002989e-111, "outside CI", -0.268064597507936, 2.53588230088843e-302, 2.54280655343598e-302, "outside CI", 0.0200070434215421, 0.13421053, 1.15866006277332e-14, 6.11711179427775e-14, "outside CI", 6.87753136220919e-14, -0.200749633624037, 0.240763720467121, -0.2324187167707, 0.0166071624774491, 0, 0, "outside CI", -0.259735068205105, -0.205102365336296, 3.27, 2.66479318829413, 0.000482023065879488, 0.00478144416087062, "outside CI", 0.0556661248307532, -1.11319474084117, 7.65319474084117, 0.175842233760088, 0.127775216518581, 2.62187802488078e-20, 1.20516452063682e-19, "outside CI", 1.22598202751987e-19, -0.0343292945650096, 0.386013762085185, -0.210726604782749, 0.0165043065777424, 0, 0, "outside CI", -0.237873773317468, -0.18357943624803
