"Construct", "Variance_hyperprior", "Log_Odds_hyperprior", "Hyperprior_quantile_0.50", "Hyperprior_quantile_0.05", "Hyperprior_quantile_0.95", "logOR_expert_elicitation_task", "variance_expert_elicitation_task", "Prior_qual_quantile_0.50", "Prior_qual_quantile_0.05", "Prior_qual_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood_qual_quantile_0.50", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_QualplusQuant_mean", "posterior_QualplusQuant_variance", "Posterior_QualplusQuant_quantile_0.50", "Posterior_QualplusQuant_quantile_0.05", "Posterior_QualplusQuant_quantile_0.95"
"Age", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0103709604467856, 0.24822695, 0.0103709604467856, -0.397926038567816, 0.418667959461387, -0.410280838888763, 0.094583708843773, -0.410280838888763, -0.565857195430965, -0.254704482346561, -0.294220248920076, 0.0684874433168584, -0.294220248920076, -0.406872068460444, -0.181568429379708
"6MWT", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0200070434215421, 0.13421053, 0.0200070434215421, -0.200749633624037, 0.240763720467121, 1.77173021012617, 0.469981161956636, 1.77173021012617, 0.998679991282932, 2.54478042896941, 0.409121454868266, 0.104398027440508, 0.409121454868266, 0.237401980786167, 0.580840928950365
"PhysicalFunctioning2", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0200070434215421, 0.13421053, 0.0200070434215421, -0.200749633624037, 0.240763720467121, -0.187233957665843, 0.838916374092595, -0.187233957665843, -1.56712859830103, 1.19266068296934, -0.00857496831474221, 0.115700645742225, -0.00857496831474221, -0.198885595104468, 0.181735658474984
"PositiveAttitude", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.693147180559945, 0.28571429, 0.693147180559945, 0.22318899438158, 1.16310536673831, 1.01853801750108, 0.131594725347858, 1.01853801750108, 0.802083956224975, 1.23499207877719, 0.915928880762722, 0.0900974868447717, 0.915928880762722, 0.767731702746887, 1.06412605877856
