"Construct", "Variance_hyperprior", "Log_Odds_hyperprior", "Hyperprior_quantile_0.50", "Hyperprior_quantile_0.05", "Hyperprior_quantile_0.95", "logOR_expert_elicitation_task", "variance_expert_elicitation_task", "Prior_qual_quantile_0.50", "Prior_qual_quantile_0.05", "Prior_qual_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood_qual_quantile_0.50", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_QualplusQuant_mean", "posterior_QualplusQuant_variance", "Posterior_QualplusQuant_quantile_0.50", "Posterior_QualplusQuant_quantile_0.05", "Posterior_QualplusQuant_quantile_0.95"
"Age", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0103709604467856, 0.24822695, 0.0103709604467856, -0.397926038567816, 0.418667959461387, -0.410280838888763, 0.094583708843773, -0.410280838888763, -0.565857195430965, -0.254704482346561, -0.294220248920076, 0.0684874433168584, -0.294220248920076, -0.406872068460444, -0.181568429379708
"Comorbidity", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.00651479265530364, 0.25487589, 0.00651479265530364, -0.412718739433681, 0.425748324744288, -0.941084645035231, 0.131594725347858, -0.941084645035231, -1.15753870631134, -0.724630583759124, -0.618423405627856, 0.0867862171413772, -0.618423405627856, -0.761174029662249, -0.475672781593464
"6MWT", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0200070434215421, 0.13421053, 0.0200070434215421, -0.200749633624037, 0.240763720467121, 1.77173021012617, 0.469981161956636, 1.77173021012617, 0.998679991282932, 2.54478042896941, 0.409121454868266, 0.104398027440508, 0.409121454868266, 0.237401980786167, 0.580840928950365
"LVEF", 0.0189523150981809, -0.268064597507936, -0.268064597507936, -0.299238381736307, -0.236890813279567, 0.0200070434215421, 0.13421053, 0.0200070434215421, -0.200749633624037, 0.240763720467121, 0.161631057207389, 0.383817948931253, 0.161631057207389, -0.469693288181257, 0.792955402596035, 0.0566989140888464, 0.0994393405857761, 0.0566989140888464, -0.10686424593533, 0.220262074113023
