"Construct", "Probability", "logOddsRatio", "Hyperprior_density", "Mean_probability_hyperprior", "Variance_hyperprior", "Hyperprior_density_cumsum", "Hyperprior_density_CI", "Log_Odds_hyperprior", "Hyperprior_logOdds", "Hyperprior_logOdds_cumsum", "Hyperprior_logOdds_CI", "Hyperprior_quantile_0.05", "Hyperprior_quantile_0.95", "LOGOdds_Ratio_quant", "variance_quant", "Likelihood", "Likelihood_cumsum", "Likelihood_CI", "p_Likelihood", "Likelihood_qual_quantile_0.05", "Likelihood_qual_quantile_0.95", "posterior_Quant_mean", "posterior_Quant_variance", "Posterior_Quant", "Posterior_Quant_cumsum", "Posterior_Quant_CI", "p_Posterior_Quant", "Posterior_Quant_quantile_0.05", "Posterior_Quant_quantile_0.95"
"6MWT", 0.01001001001001, -0.96996996996997, 9.1680524605979e-111, 0.433382295, 0.0189523150981809, 1.32202363806278e-110, "outside CI", -0.268064597507936, 9.08105866210244e-300, 9.1064867276368e-300, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 4.64913487040895e-42, 1.98855041615484e-41, "outside CI", 1.88517893029564e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.011011011011011, -0.966966966966967, 2.97906711408085e-110, 0.433382295, 0.0189523150981809, 4.30109075214363e-110, "outside CI", -0.268064597507936, 3.17132122850579e-297, 3.18042771523342e-297, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 5.94045016726613e-42, 2.58259543288145e-41, "outside CI", 2.41203691943072e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.012012012012012, -0.963963963963964, 9.65321479820006e-110, 0.433382295, 0.0189523150981809, 1.39543055503437e-109, "outside CI", -0.268064597507936, 1.08004127569233e-294, 1.08322170340756e-294, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 7.58790396253776e-42, 3.34138582913523e-41, "outside CI", 3.08511501727197e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.013013013013013, -0.960960960960961, 3.11926403329941e-109, 0.433382295, 0.0189523150981809, 4.51469458833378e-109, "outside CI", -0.268064597507936, 3.58704509524053e-292, 3.59787731227461e-292, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 9.68901326716059e-42, 4.31028715585129e-41, "outside CI", 3.94470749839276e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.014014014014014, -0.957957957957958, 1.00512665504131e-108, 0.433382295, 0.0189523150981809, 1.45659611387469e-108, "outside CI", -0.268064597507936, 1.1617954862703e-289, 1.16539336358258e-289, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.23678022372731e-41, 5.5470673795786e-41, "outside CI", 5.04213292418201e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.015015015015015, -0.954954954954955, 3.22981708738869e-108, 0.433382295, 0.0189523150981809, 4.68641320126339e-108, "outside CI", -0.268064597507936, 3.66960144473812e-287, 3.68125537837395e-287, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.57819538981637e-41, 7.12526276939497e-41, "outside CI", 6.44272830097185e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.016016016016016, -0.951951951951952, 1.03495996499168e-107, 0.433382295, 0.0189523150981809, 1.50360128511802e-107, "outside CI", -0.268064597507936, 1.13032797502828e-284, 1.13400923040665e-284, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.01318768536948e-41, 9.13845045476445e-41, "outside CI", 8.22965039878286e-41, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.017017017017017, -0.948948948948949, 3.30717866835207e-107, 0.433382295, 0.0189523150981809, 4.81077995347009e-107, "outside CI", -0.268064597507936, 3.39536462360554e-282, 3.4067047159096e-282, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.56721958038512e-41, 1.17056700351496e-40, "outside CI", 1.05087001779904e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.018018018018018, -0.945945945945946, 1.05385352042393e-106, 0.433382295, 0.0189523150981809, 1.53493151577094e-106, "outside CI", -0.268064597507936, 9.94637267352025e-280, 9.98043972067935e-280, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 3.27263088305546e-41, 1.4978300918205e-40, "outside CI", 1.34144436006023e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.019019019019019, -0.942942942942943, 3.34881632573932e-106, 0.433382295, 0.0189523150981809, 4.88374784151026e-106, "outside CI", -0.268064597507936, 2.84144595751665e-277, 2.85142639723733e-277, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 4.17048236285985e-41, 1.91487832810649e-40, "outside CI", 1.71179745324819e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.02002002002002, -0.93993993993994, 1.06118448260493e-105, 0.433382295, 0.0189523150981809, 1.54955926675596e-105, "outside CI", -0.268064597507936, 7.91608480900333e-275, 7.9445990729757e-275, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 5.31288982536729e-41, 2.44616731064322e-40, "outside CI", 2.1836756918309e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.021021021021021, -0.936936936936937, 3.35335041575327e-105, 0.433382295, 0.0189523150981809, 4.90290968250923e-105, "outside CI", -0.268064597507936, 2.15069012599138e-272, 2.15863472506435e-272, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 6.76597809724967e-41, 3.12276512036818e-40, "outside CI", 2.78470989003192e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.022022022022022, -0.933933933933934, 1.05670915716053e-104, 0.433382295, 0.0189523150981809, 1.54700012541145e-104, "outside CI", -0.268064597507936, 5.69825144110517e-270, 5.71983778835582e-270, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 8.6136182808265e-41, 3.98412694845083e-40, "outside CI", 3.54999573082294e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.023023023023023, -0.930930930930931, 3.32063000981794e-104, 0.433382295, 0.0189523150981809, 4.86763013522939e-104, "outside CI", -0.268064597507936, 1.47231840711145e-267, 1.4780382448998e-267, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.09621543440545e-40, 5.08034238285628e-40, "outside CI", 4.52409548395897e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.024024024024024, -0.927927927927928, 1.04057644559638e-103, 0.433382295, 0.0189523150981809, 1.52733945911932e-103, "outside CI", -0.268064597507936, 3.70986613796181e-265, 3.72464652041081e-265, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.39463788926867e-40, 6.47498027212496e-40, "outside CI", 5.7635724174037e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.025025025025025, -0.924924924924925, 3.25174123700218e-103, 0.433382295, 0.0189523150981809, 4.7790806961215e-103, "outside CI", -0.268064597507936, 9.11614243013306e-263, 9.15338889533716e-263, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.77370856742924e-40, 8.2486888395542e-40, "outside CI", 7.34019856658798e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.026026026026026, -0.921921921921922, 1.01331961882317e-102, 0.433382295, 0.0189523150981809, 1.49122768843532e-102, "outside CI", -0.268064597507936, 2.18454165090548e-260, 2.19369503980082e-260, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.2550611563066e-40, 1.05037499958608e-39, "outside CI", 9.34501337786889e-40, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.027027027027027, -0.918918918918919, 3.14894741711903e-102, 0.433382295, 0.0189523150981809, 4.64017510555435e-102, "outside CI", -0.268064597507936, 5.1051196112363e-258, 5.1270565616343e-258, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.86608879538211e-40, 1.33698387912429e-39, "outside CI", 1.18934571716831e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.028028028028028, -0.915915915915916, 9.75827046631708e-102, 0.433382295, 0.0189523150981809, 1.43984455718714e-101, "outside CI", -0.268064597507936, 1.16345041617638e-255, 1.16857747273802e-255, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 3.64146562765425e-40, 1.70113044188972e-39, "outside CI", 1.51318618457885e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.029029029029029, -0.912912912912913, 3.01556558724957e-101, 0.433382295, 0.0189523150981809, 4.45541014443672e-101, "outside CI", -0.268064597507936, 2.58574802479106e-253, 2.59743379951844e-253, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 4.62506717791429e-40, 2.16363715968115e-39, "outside CI", 1.92456548592617e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.03003003003003, -0.90990990990991, 9.29294124099176e-101, 0.433382295, 0.0189523150981809, 1.37483513854285e-100, "outside CI", -0.268064597507936, 5.60429372446681e-251, 5.630268062462e-251, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 5.87239326503492e-40, 2.75087648618464e-39, "outside CI", 2.44697251939988e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.031031031031031, -0.906906906906907, 2.85578881707539e-100, 0.433382295, 0.0189523150981809, 4.23062395561824e-100, "outside CI", -0.268064597507936, 1.18454602861215e-248, 1.19017629667462e-248, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 7.45362390349931e-40, 3.49623887653457e-39, "outside CI", 3.11015165638426e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.032032032032032, -0.903903903903904, 8.75160023159538e-100, 0.433382295, 0.0189523150981809, 1.29822241872136e-99, "outside CI", -0.268064597507936, 2.44162722105397e-246, 2.45352898402072e-246, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 9.45747223908591e-40, 4.44198610044316e-39, "outside CI", 3.95175597547471e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.033033033033033, -0.900900900900901, 2.67446758524802e-99, 0.433382295, 0.0189523150981809, 3.97269000396938e-99, "outside CI", -0.268064597507936, 4.90798402167013e-244, 4.93251931151034e-244, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.19960407301558e-39, 5.64159017345874e-39, "outside CI", 5.01943403094605e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.034034034034034, -0.897897897897898, 8.15033934093657e-99, 0.433382295, 0.0189523150981809, 1.2123029344906e-98, "outside CI", -0.268064597507936, 9.62106806593357e-242, 9.67039325904867e-242, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.52109397007925e-39, 7.16268414353799e-39, "outside CI", 6.37346294390112e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.035035035035035, -0.894894894894895, 2.47686609635015e-98, 0.433382295, 0.0189523150981809, 3.68916903084075e-98, "outside CI", -0.268064597507936, 1.83924591042136e-239, 1.84891630368041e-239, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.92809937715694e-39, 9.09078352069493e-39, "outside CI", 8.09006971067178e-39, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.036036036036036, -0.891891891891892, 7.50616057805961e-98, 0.433382295, 0.0189523150981809, 1.11953296089004e-97, "outside CI", -0.268064597507936, 3.42888307486519e-237, 3.447372237902e-237, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.44319449149811e-39, 1.1533978012193e-38, "outside CI", 1.02656191788574e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.037037037037037, -0.888888888888889, 2.26841054981204e-97, 0.433382295, 0.0189523150981809, 3.38794351070208e-97, "outside CI", -0.268064597507936, 6.23392994743708e-235, 6.2684036698161e-235, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 3.09486652321212e-39, 1.46288445354052e-38, "outside CI", 1.30218930372653e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.038038038038038, -0.885885885885886, 6.83618726388678e-97, 0.433382295, 0.0189523150981809, 1.02241307745889e-96, "outside CI", -0.268064597507936, 1.10526781669358e-232, 1.11153622036339e-232, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 3.91905233117661e-39, 1.85478968665818e-38, "outside CI", 1.65127417683082e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.039039039039039, -0.882882882882883, 2.05444598927625e-96, 0.433382295, 0.0189523150981809, 3.07685906673513e-96, "outside CI", -0.268064597507936, 1.91103876191215e-230, 1.92215412411579e-230, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 4.96107118417028e-39, 2.3508968050752e-38, "outside CI", 2.09324637807618e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.04004004004004, -0.87987987987988, 6.15692680618623e-96, 0.433382295, 0.0189523150981809, 9.23378587292136e-96, "outside CI", -0.268064597507936, 3.22231380999423e-228, 3.24153535123539e-228, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 6.27805492731765e-39, 2.97870229780697e-38, "outside CI", 2.65263565802495e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.041041041041041, -0.876876876876877, 1.84001658747702e-95, 0.433382295, 0.0189523150981809, 2.76339517476915e-95, "outside CI", -0.268064597507936, 5.29861706767223e-226, 5.33103242118458e-226, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 7.94200251263308e-39, 3.77290254907028e-38, "outside CI", 3.36039984741936e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.042042042042042, -0.873873873873874, 5.483627813377e-95, 0.433382295, 0.0189523150981809, 8.24702298814615e-95, "outside CI", -0.268064597507936, 8.49676487545088e-224, 8.55007519966273e-224, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.00436179862609e-38, 4.77726434769636e-38, "outside CI", 4.25559617338801e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.043043043043043, -0.870870870870871, 1.629681321518e-94, 0.433382295, 0.0189523150981809, 2.45438362033261e-94, "outside CI", -0.268064597507936, 1.32874312932363e-221, 1.33729320452329e-221, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.26971312224743e-38, 6.04697746994379e-38, "outside CI", 5.38748365784811e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.044044044044044, -0.867867867867868, 4.82976378077141e-94, 0.433382295, 0.0189523150981809, 7.28414740110402e-94, "outside CI", -0.268064597507936, 2.02639837345079e-219, 2.03977130549603e-219, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 1.60463509614454e-38, 7.65161256608833e-38, "outside CI", 6.81816688341131e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.045045045045045, -0.864864864864865, 1.42737332958493e-93, 0.433382295, 0.0189523150981809, 2.15578806969533e-93, "outside CI", -0.268064597507936, 3.0137344975923e-217, 3.03413221064726e-217, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.02722625445244e-38, 9.67883882054078e-38, "outside CI", 8.62591939289807e-38, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.046046046046046, -0.861861861861862, 4.20666327564759e-93, 0.433382295, 0.0189523150981809, 6.36245134534292e-93, "outside CI", -0.268064597507936, 4.37100713671762e-215, 4.4013484588241e-215, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 2.56025612628936e-38, 1.22390949468301e-37, "outside CI", 1.09093600084022e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.047047047047047, -0.858858858858859, 1.23630722556156e-92, 0.433382295, 0.0189523150981809, 1.87255236009585e-92, "outside CI", -0.268064597507936, 6.18236165363472e-213, 6.22637513822296e-213, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 3.23236103238589e-38, 1.5471455979216e-37, "outside CI", 1.37926991701997e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.048048048048048, -0.855855855855856, 3.62329379150208e-92, 0.433382295, 0.0189523150981809, 5.49584615159794e-92, "outside CI", -0.268064597507936, 8.52753798706925e-211, 8.58980173845148e-211, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 4.07954349261793e-38, 1.9550999471834e-37, "outside CI", 1.74323271940947e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.049049049049049, -0.852852852852853, 1.05893469355249e-91, 0.433382295, 0.0189523150981809, 1.60851930871228e-91, "outside CI", -0.268064597507936, 1.14706831521225e-208, 1.1556581169507e-208, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 5.1470516836947e-38, 2.46980511555286e-37, "outside CI", 2.20250848577324e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.05005005005005, -0.84984984984985, 3.0861944757523e-91, 0.433382295, 0.0189523150981809, 4.69471378446458e-91, "outside CI", -0.268064597507936, 1.50470467247593e-206, 1.51626125364543e-206, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 6.49173446622516e-38, 3.11897856217538e-37, "outside CI", 2.78186423539558e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
"6MWT", 0.0510510510510511, -0.846846846846847, 8.96945152089846e-91, 0.433382295, 0.0189523150981809, 1.3664165305363e-90, "outside CI", -0.268064597507936, 1.92490641739663e-204, 1.94006902993308e-204, "outside CI", -0.299238381736307, -0.236890813279567, 1.24, 0.164493406684823, 8.18499130122576e-38, 3.93747769229796e-37, "outside CI", 3.51245196309508e-37, 0.969432423404866, 1.51056757659513, -0.112262024612885, 0.0169942958863422, 0, 0, "outside CI", 0, -0.140215153839021, -0.0843088953867484
